serverId,user1,user2,user3,user4,rsType,timeStamp,queue
ff3b36757ea8b5e6,601b6d8c4e1f0d63,d2c511a39f55defc,4c4d5c01c43904a7,"",9.5,1713252765,0
ff3b36757ea8b5e6,601b6d8c4e1f0d63,7853721533795359,3125cd176d1a5c91,"",11.5,1713259935,0
ff3b36757ea8b5e6,601b6d8c4e1f0d63,7853721533795359,d2c511a39f55defc,"",11.5,1713260538,0
ff3b36757ea8b5e6,ecb1fcae1be59cd5,a979ba1f2f91724d,9cd4532ceb129298,"",9.5,1713273400,0
ff3b36757ea8b5e6,81c70692ac7c5fdb,27a6430a7f7b62f3,3bccd14e45e9ef85,"",11.5,1713274117,0
ff3b36757ea8b5e6,820d0ab06c6133e3,3b169e7b58504016,817e856f33b75050,"",9.5,1713275680,0
ff3b36757ea8b5e6,5bdc78beb7c22eac,81c70692ac7c5fdb,9b46dfd07b46e58f,"",11.5,1713277927,0
ff3b36757ea8b5e6,061c74373b6f7125,27a6430a7f7b62f3,981d4ee8cf22328c,"",9.5,1713281531,0
ff3b36757ea8b5e6,23dd952c9c45a7ac,cd589696fbebfae6,981d4ee8cf22328c,"",9.5,1713282036,0
ff3b36757ea8b5e6,4c4d5c01c43904a7,369365f41f733cf3,d545068c03a69e3f,"",11.5,1713282261,0
ff3b36757ea8b5e6,d545068c03a69e3f,d2c511a39f55defc,817e856f33b75050,"",11.5,1713283640,0
ff3b36757ea8b5e6,23dd952c9c45a7ac,061c74373b6f7125,11de803b6629a3c5,"",9.5,1713283651,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,5bdc78beb7c22eac,3bccd14e45e9ef85,"",11.5,1713284088,0
ff3b36757ea8b5e6,817e856f33b75050,bc4ca771d95c6473,3bccd14e45e9ef85,"",11.5,1713285075,0
ff3b36757ea8b5e6,4db3d6955dc271ef,d545068c03a69e3f,981d4ee8cf22328c,"",11.5,1713289231,0
ff3b36757ea8b5e6,0516be96ef720a96,e09c04e340bae550,bc48606638efd2a1,"",9.5,1713290576,0
ff3b36757ea8b5e6,8dc0a5cf66847fea,691ff9b8c436a373,cacad6a25391ef0b,"",9.5,1713294687,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,0d6f266d349717a9,00dccda3133736b3,"",11.5,1713295481,0
ff3b36757ea8b5e6,cacad6a25391ef0b,601b6d8c4e1f0d63,cd589696fbebfae6,"",11.5,1713296094,0
e8d9342910654a8e,d40a75635b2a1c67,8dc0a5cf66847fea,1ffd271f9bc513d7,"",9.5,1713296974,0
ff3b36757ea8b5e6,00dccda3133736b3,47f2a3d283f41061,cacad6a25391ef0b,"",11.5,1713298441,0
ff3b36757ea8b5e6,7853721533795359,d545068c03a69e3f,cacad6a25391ef0b,"",11.5,1713299915,0
ff3b36757ea8b5e6,11de803b6629a3c5,ef486baf8f9629aa,380f8bf4ebac7482,"",9.5,1713300043,0
ff3b36757ea8b5e6,cacad6a25391ef0b,11de803b6629a3c5,d545068c03a69e3f,"",11.5,1713303428,0
ff3b36757ea8b5e6,820d0ab06c6133e3,9b46dfd07b46e58f,061c74373b6f7125,"",11.5,1713303632,0
